,ATIVO1,ATIVO2,ATIVO3,ATIVO4,ATIVO5,ATIVO6,ATIVO7,ATIVO8
2020-02-06,93.70161838801046,103.63315268346184,102.11909813539238,95.0302577444337,89.91548467609107,103.82073430774123,107.97550534707709,98.42842517802963
2020-02-07,91.47422785827214,100.84795389883003,102.14450633072984,91.53206793153636,89.37752676715613,102.84116322598646,108.6691260581351,97.07596264744149
2020-02-10,91.74710976800074,99.75146176132542,101.99681018426247,92.09436925726654,88.41689932254494,103.70771366769421,106.80004395099174,96.98479188091176
2020-02-11,93.36113263241728,101.39568745932984,104.53731799700235,91.40018542304496,87.56671227256962,103.19616864556261,108.35014737754977,98.0675023445116
2020-02-12,93.57005874611306,100.22247345708719,105.31140794973915,89.91215771466177,88.90022087101511,107.1646470546938,108.88501358395881,98.77127095898001
2020-02-13,92.16648401895692,97.00365901715922,103.76794211551524,88.10018716273844,86.52974924601506,108.94347387395054,108.08719339029535,98.32750624658301
2020-02-14,92.19540154393606,97.29580085454549,105.18313559800102,88.23506764451014,87.45731616738685,109.05680539284663,108.10940202802189,97.02407886719261
2020-02-17,90.72241140669584,97.90838678603717,105.74862213859278,87.27831484741768,88.13150489428935,109.71043832608511,106.2383099911864,96.63966454208148
2020-02-18,90.84831142361803,97.93424855569017,104.08721326053951,87.2763746967405,88.88736608761857,110.4603773141717,105.70883586530782,95.79393963538932
2020-02-19,90.48394578669533,98.87868128511438,104.71447618412574,88.24837800371418,89.35469693768675,111.647980312471,106.27804693632514,97.06037950712314
2020-02-20,90.42025569551943,96.59251657926481,101.74055906422778,89.2829187322684,88.57626804169895,108.57609525246002,104.07168570593335,96.95516388770892
2020-02-21,89.97889790055766,95.86232146507143,103.17135260486774,87.92895110588475,87.59810540383825,108.97132195255763,104.33473732032965,97.33784373445816
2020-02-24,91.37234013898318,96.63358104121842,103.9928497000403,87.8317810300358,88.08053518176507,109.53357517883798,105.10003225882984,98.62477454651302
2020-02-25,91.90467934921496,96.5999758599889,102.85525382183242,87.79511074098738,87.974778127105,109.82348784544786,107.79707142572697,97.90595972497348
2020-02-26,92.54342499073861,98.03803532181799,103.23063594748085,90.5068621369275,87.7425439006067,110.24066643636053,107.01921624854992,97.7010328578737
2020-02-27,92.75943477835976,98.91911257483886,103.74572203956731,91.98469607421296,87.57349688615258,109.57424539190374,110.50627130511317,98.15267193565866
2020-02-28,91.67039310622583,97.71183147392945,102.38216040726951,92.85233289070035,86.89741664826704,109.50601591567874,110.03367832392077,98.72976809376179
2020-03-02,90.4812699401879,96.16691461884868,102.24271555880111,93.16257286955708,86.98807742134332,108.50941089398678,110.51662522712861,97.52175516695002
2020-03-03,89.75842170443877,94.89033308519404,103.67355097174826,93.71919211792903,87.46093605980876,110.09640941256345,114.06883523189227,95.36767270853797
2020-03-04,89.39905300049469,94.75319450403767,102.93996077273701,92.79367209087019,87.59573510465076,108.85634482794822,115.14525316749842,95.8569752803053
2020-03-05,90.19328910155056,95.66755688381406,103.9982292129035,92.64494555936412,90.14149785744777,109.27012733108363,113.01031610720685,95.0115948753976
2020-03-06,88.15321125056713,95.46128024835345,103.67283562281473,91.97794701999513,92.15003863070443,109.90340711764529,113.7343400172117,93.77026158584275
2020-03-09,85.83754892613455,93.80031628809563,102.9147925757385,89.13790838679212,90.5356857286717,108.87837390383739,111.60755121572592,91.60539070631543
2020-03-10,84.37465620566104,92.38004721695324,102.29927146523761,89.17526225025591,90.6825185416467,107.76400889310558,109.67597775876379,91.16961479189192
2020-03-11,84.81623080098512,91.61861931315124,103.32521883786502,90.27041132409556,91.88319555680073,109.72106997619176,108.33160387861615,91.05894875346486
2020-03-12,85.24674306699481,92.11873477481005,102.60876194253514,88.75055289995572,92.47913281635346,109.35432947960804,108.97815510729465,90.5422172463281
2020-03-13,84.32290115086926,92.67248113932007,102.7933529700069,89.37099700812607,95.1764141088569,110.07269229241217,109.85482178213684,89.52763670131684
2020-03-16,82.6148462523095,93.88695853845988,101.2462072745735,87.91258524567576,94.63107013813247,109.70188955018905,108.0426420319954,88.76121900224123
2020-03-17,83.36205814286983,92.34287593275288,99.13205990118362,88.53879776366202,94.61682915014916,108.56621058564994,105.31622084650417,87.48394495985892
2020-03-18,82.97306759568089,93.09763775187899,98.00623667819399,88.5311189385253,94.96089708854585,104.82244982896782,106.2419071893018,86.02702743533966
2020-03-19,83.60588209059172,93.78252274142908,99.54454663475525,89.33888725011366,92.64275253653733,104.0678076674332,106.85065712676413,86.12061526381592
2020-03-20,83.2957990177844,93.54893007456445,99.8040162100658,88.7044150412702,89.70250530348424,102.71211500442928,106.29525928688312,84.29453820951603
2020-03-23,83.77543770804827,94.3392465153495,99.92719719733967,85.47763132199296,88.1608773857695,104.84226070745149,105.40500618154422,82.19383671503078
2020-03-24,85.16334927365716,94.5328848695404,101.39547277452333,85.87212481375671,88.79674607768825,105.38528506178271,106.4864375348312,84.60486068967566
2020-03-25,86.75134413113561,93.48112020413647,102.63539148866138,87.62650718833444,90.72855948464729,105.04897810846332,108.86693435646224,86.16091590644047
2020-03-26,89.15177597252601,92.27086006902914,101.62273360265218,86.98566551945122,89.86269217534766,103.87013602728447,104.85956337788576,85.38694626787347
2020-03-27,90.27178841195945,92.67558071842681,104.37655881402688,87.2980451254583,92.05641109750296,104.94858098923585,106.81403093545252,86.27120645867903
2020-03-30,92.32745313423096,93.42021282734726,105.47198847284336,88.06295844405506,92.32931460216645,105.82477680758542,110.47512451679715,86.49485140882477
2020-03-31,92.93724112040593,94.93548985363473,107.41876852045107,88.46317627514837,89.85457890062924,106.1786047044091,107.84554167140217,88.26083384013374
2020-04-01,92.46420064702964,95.22745334360907,105.83539984936434,86.49307139527947,89.45369420963817,105.58131523634098,106.37546383452367,87.78200893666401
2020-04-02,94.81133132566207,95.19061897139562,106.78082064276713,87.05990588708248,90.26529651875916,104.60995482832027,102.883637693219,86.96532699080113
2020-04-03,95.96248654029094,94.33045089415593,106.83825927207882,86.56050130558074,92.12757388781425,105.5904859055526,103.98595038170444,87.83775114245937
2020-04-06,94.82230342231779,93.23357382112366,104.5155594539606,83.69036326124876,91.17645308456784,105.25196476587244,104.15347745865206,88.5477424122754
2020-04-07,97.20341226928775,92.81793938278643,104.39192736233431,84.42336019333135,94.58881272817152,107.65984625680456,106.24269534347962,88.60365918648061
2020-04-08,98.51772432275996,96.54801914061072,104.45177153464284,85.31271265679754,96.90417500301388,111.69768861912502,108.61291353463179,87.94341147655234
2020-04-09,98.87337777496754,95.40529216968122,104.54875377182356,85.25584732829779,96.32458467238236,112.34344758744142,106.39031411511087,87.25517989389792
2020-04-10,98.85480106048874,93.80222447647655,101.68585150636005,85.24788811902741,96.78310567039294,112.0477642015101,102.8748850955558,87.22932734978437
2020-04-13,96.37654831356558,93.52740635978604,100.2155803196507,83.75323962669083,95.7164254705529,111.45676056918403,101.45202173444909,87.39114125398348
2020-04-14,95.55730770183014,94.27568963087772,100.29432041580269,82.8487750613339,94.41037400408034,109.11903619672181,101.43191352102406,86.74792728985193
2020-04-15,93.45430420354629,94.36134658097522,99.72779410497166,84.84972827325309,93.10545550828651,107.55896908459354,103.53054427054818,88.71402593533865
2020-04-16,92.12483087433976,92.9981673054095,100.254000074844,82.34185471583187,90.52327798259378,106.6700911098345,104.87425646239232,87.84724312789156
2020-04-17,91.32809909485692,93.16289936792391,102.02716952277491,81.16620015122568,89.56727664763062,108.49335571759424,101.81369897919303,88.0844137007299
2020-04-20,91.01117713352895,94.34486501825768,102.03797555053316,80.47635313868605,89.35396241561638,109.8024211089079,103.9792884832808,88.59154063534594
2020-04-21,91.61731537817744,95.70077804922497,101.10718628204668,81.39175554094878,90.79899842078515,113.8817438837803,104.14876648400254,88.54686571008654
2020-04-22,91.75481747704112,95.70461856936932,100.07385950138523,80.69704667473474,90.63884712275595,112.05579029028047,102.77459551581228,88.0386743197535
2020-04-23,92.14587002939545,94.11993345383024,97.38862830302467,78.47600620653229,88.5541544429731,109.7717627576492,101.70408657741616,86.16895491557989
2020-04-24,91.96668720993564,93.90364199019942,97.6621603113752,80.35198288260445,89.85566272163771,109.79797113372167,101.96630818592114,86.3464292478237
2020-04-27,92.32726162770687,94.50433342680364,96.83547373177667,80.5701352025595,87.6772577365317,109.79446594137265,102.95638236069733,86.1199475326734
2020-04-28,94.99481968136344,94.26514715951004,97.5702464426051,80.92088738463681,88.1908216625169,110.05647389171051,103.87187899037225,87.56026292469201
2020-04-29,96.52625414368546,94.2012652550162,98.48454792128562,80.20737585491274,88.95442347512494,109.0370460427645,105.1723371536188,89.8655433521712
2020-04-30,96.33369193300403,91.72670563086697,97.66402491911374,81.2635347652569,89.50336301331492,109.50648941685952,106.3522336844838,90.30328383163958
2020-05-01,97.00039614899637,91.83963099445526,99.0936152691452,81.31949515549329,89.73731140500257,108.41293285277018,104.71303056619792,91.54875768735084
2020-05-04,96.78538370212729,92.22466152358774,98.75228684791837,80.36793624543725,89.3014599513406,110.17863119783013,104.80324430208935,89.23548280339429
2020-05-05,97.3750962842709,95.18255441893037,99.22745022505497,79.2096156528362,92.1855833667913,111.50704475985064,105.77067919724811,89.60637609089491
2020-05-06,98.76930781322773,94.71959645217284,100.62976916119149,79.74726566932061,92.57956472044573,111.86596619544487,105.67790823507386,90.82570077210423
2020-05-07,98.49990651765617,93.7387442806787,102.01387169343843,80.84155614506957,93.86528083885399,112.82107514830489,106.20382606583757,92.3815614399709
2020-05-08,98.8242482515341,93.67991210560815,101.67022928036337,82.85838192377727,92.31630980961356,114.05631551120594,104.47716039336153,92.52932158841251
2020-05-11,99.28946054349814,92.52024769534334,102.62817047938653,82.85994646111591,90.97770449357324,116.18283819181583,107.42532902826302,95.01907608407262
2020-05-12,99.25175201971284,91.9918456833631,104.17541505273786,84.46778609177198,91.75558253808389,114.27675032521249,107.17392883535173,95.16726397742559
2020-05-13,97.30916974394681,92.8261996860278,106.7515920395798,84.8912031528286,93.60707475326335,115.1994756878861,107.20783271339688,95.65289480867966
2020-05-14,97.10513949101184,92.57230013521168,109.19339784802045,86.91829158797289,93.24392939130435,116.82780531517753,108.07622605374902,96.80741724731378
2020-05-15,98.20034415471555,94.4001995945782,109.42029078776552,88.49823620415475,94.17073530358624,118.49036105330192,107.61403482763797,99.79317271983726
2020-05-18,97.85165588013577,94.14176149504058,106.68830513549861,87.12412122429943,94.6530706413517,118.20046673801407,104.09677452018748,100.1821639743613
2020-05-19,97.36386581178168,95.89467234750492,106.83206474434041,87.53944639226748,96.14910245395059,116.87872410171161,103.07085171705208,100.13248005447876
2020-05-20,98.29390896833587,94.31932327335531,104.71400770225205,88.40826011324805,95.4117021996787,116.27315755528274,100.75680534216845,99.28901766890054
2020-05-21,99.15809212832242,96.45721768167678,104.17575595464221,90.54479853556995,95.53069623462471,116.2068097314506,103.60727576659698,100.3119293543244
2020-05-22,98.89434168256571,96.76523814033669,106.06722128795406,92.31002004869751,95.00082843815424,116.55995904786506,104.15623028363474,99.47199133925383
2020-05-25,97.88920542757381,95.70025063106074,106.60376797031897,92.88345799832094,93.6865319571242,115.85842652039256,103.81838850335295,97.82634429251974
2020-05-26,97.64889287024519,94.46863894159445,104.80424902327275,91.34544381406137,94.36602475492238,114.83579461223627,104.78246582429264,96.39085059997224
2020-05-27,97.46452117806787,96.59200737021213,103.06352972064899,88.94047402302925,95.29176831529651,113.38271741191073,104.1143876534884,95.2196237678638
2020-05-28,97.61133268525653,95.22084380538905,103.04865914591794,89.59183425683965,93.95781868813087,111.93309444943324,103.55692937119176,93.5435117168767
2020-05-29,96.9420318686416,95.12530599573192,102.51557453370673,89.26598436226438,93.75086282808606,110.83807859405897,104.22595447096825,95.03224772751504
2020-06-01,96.76308163873746,96.16230329974398,102.27787303384306,89.70939553378689,95.91667180540425,112.02409454820987,102.40913420629177,95.82660460572876
2020-06-02,99.13802925350653,97.05595376580935,104.01028220393789,89.38930353619298,95.17711521542452,113.07428154167755,101.30217538353563,96.35632831827493
2020-06-03,100.30732120555446,94.40361280063534,102.26735578668813,88.15657228127195,94.72596371860607,112.2087077444389,102.61050446954239,97.15568465825322
2020-06-04,100.95764223053934,94.64194900149026,102.72312193346475,87.22769224321527,95.76100735599408,110.84073928772118,103.68752646585631,98.5767689574822
2020-06-05,100.80559118124464,93.9306752091684,103.13850031505602,84.21860484526763,95.68815445487049,110.18380053987484,103.20204265014243,99.10055195270124
2020-06-08,100.91062128556044,92.87824330048133,103.07281956106216,84.37381540443818,96.01795734884539,110.56965087236179,104.7162688988388,97.98755437706134
2020-06-09,103.31634417774345,96.83405072241388,102.40236678334853,85.73053378149706,97.53545402594479,111.59036478414714,106.09706710555781,99.77178696417504
2020-06-10,105.09362269657909,94.80051959214019,100.5847007397658,84.08754809872295,99.05114002162517,110.69081997792995,105.45397409745757,98.80687333752182
2020-06-11,102.93668228527841,93.46801534981282,102.87192791512577,84.92843705932458,97.0750502473592,110.99221307875374,103.29520373195724,95.85204438812053
2020-06-12,105.01547589889817,95.71649108809109,104.55425688223727,84.75284559543526,97.68805575955636,112.73952852857947,104.64707310391606,96.05011812256149
2020-06-15,102.35469009329037,95.11304055788656,105.4989391523555,83.22546201160563,97.79064380294724,112.72722437072267,104.86287284345536,96.50120739123193
2020-06-16,100.43882687385977,92.13683205771228,103.86086587319443,83.37404425453882,96.08822925450167,111.32565362661555,101.33771719507982,97.51425601081803
2020-06-17,100.71053276294523,92.18310184917271,104.53091231335986,83.53501260169526,95.08044835479598,110.65625294683359,99.99941256212207,99.95737702591111
2020-06-18,100.95851217301347,91.21819164866551,104.73320104762276,82.23880618230575,96.38624346823119,109.59963320699093,100.10837707289227,100.81846853987486
2020-06-19,99.90966896230925,89.64700427966228,103.73027004778008,81.4131748259332,94.20564221192002,107.9517031813276,100.20527708199293,99.2858826932758
2020-06-22,99.39090737030305,89.45390712479353,105.88056938843752,82.65176996421606,95.24130473489737,107.38371363026499,101.47870143563212,99.0523292345771
2020-06-23,99.49269456802145,91.05203248953767,106.85124348868213,81.58165470630684,94.70444945621423,108.30151929576823,103.98124369385779,97.05072252717791
2020-06-24,100.6738468439686,90.3747798503298,107.19816653363685,82.07461534429946,95.04685861644995,107.57870821440312,105.10380642860433,97.35576980081656
2020-06-25,98.95384425459707,91.27984870487657,108.09222485451544,82.85252765127768,93.34166702704884,108.10609954945822,105.97215855463888,96.15813688836212
2020-06-26,99.34036020318615,91.49393289618169,111.18327856299861,85.2835372522595,91.84446798903889,111.23030259410709,105.34467843931787,97.75144712846182
2020-06-29,100.80790230212102,90.77370864130849,111.90283068870954,85.21961014760385,92.76088311186415,111.9411631456813,107.19015352886909,98.0707350813696
2020-06-30,100.66841304794131,92.01977638573017,112.85769213941875,86.0973365890292,92.07920067950658,110.4632870608701,106.5628373123352,97.43398590748289
2020-07-01,100.9217838833877,92.27151128024813,112.35600421270718,87.36705785194255,92.90942341661467,110.0673788604537,104.75100363412857,98.71445003729414
2020-07-02,100.64403746794044,92.17782522858116,111.76637578679707,86.34035854381534,91.08980817337542,110.7531543030695,103.53828768489484,102.21698605687128
2020-07-03,99.22161194038787,90.63683822023562,112.4929379787998,87.96862352844916,91.03819804763967,111.29852429475253,101.16229505509824,101.3118963738177
2020-07-06,98.69469977705693,89.44333530725848,113.10446423123994,85.96705646187269,90.32993293327051,111.24521444738645,100.98208354294292,102.48462624691048
2020-07-07,99.3396874443921,90.72983816108425,114.306943448428,87.28306528700934,90.60194983531552,111.90327527045221,101.91738526622287,102.92121647863152
2020-07-08,98.93182832377725,90.43762974961734,113.24947738532299,87.76976973196479,90.56151126276613,111.06021997869738,101.18435038015114,101.50127177621088
2020-07-09,99.95286656822387,90.3874473317541,111.8260961752074,88.43162293841509,89.82020482362113,109.26410585969653,102.22970271349175,100.66773657849977
2020-07-10,100.47523709174627,91.63365772765329,113.75314032890256,88.74653592292539,89.50743504700684,111.10252990888266,102.71012134873241,103.84401675128518
2020-07-13,101.45613924077448,90.24782360246274,115.12729344284449,91.51974760917203,92.15359874194584,114.12480600286972,102.59774997195525,105.98844532576153
2020-07-14,99.71720430412732,89.52059443361053,112.83146913717373,90.38814853113057,90.57314424480238,114.63286555202463,102.61349392100641,105.51464332752386
2020-07-15,98.83510558622307,89.96538696826163,112.48350154053013,91.85380691351568,92.5717550743124,116.51610773516985,102.54467355991474,102.83600575788195
2020-07-16,96.20089796244903,90.78949079595283,111.8799487104559,90.97602372033265,93.81752305060951,117.44731874562129,101.987108213929,102.02437612410777
2020-07-17,96.72349481328122,91.81059057884244,114.62609226892305,91.88486761614423,95.34018113472975,119.59392181965917,101.3629044421808,103.642042318467
2020-07-20,95.69525605730391,88.31415204902656,111.14607530298724,90.30775525446728,95.22859811288878,119.29460020043908,100.76414960544436,105.37100567272697
2020-07-21,94.42859228139358,88.48440774359233,111.72170388619126,89.64415716499494,95.45149021940827,117.14433794560246,102.70564914874443,104.70675695343819
2020-07-22,96.61495440446576,88.29131451758596,112.97892182726024,89.48834382051285,95.2666564195131,116.24523676665186,102.67602313024679,104.95525530367955
2020-07-23,95.70503792435977,88.16325869291735,112.0938066922218,91.94506932997568,95.16134489117199,118.49182477457812,102.41524133718265,105.25991443085236
2020-07-24,93.71903152656456,87.01974996131062,112.6398582144915,93.914874224918,94.86853964857899,119.34304287217465,102.7525963047133,107.01596399385107
2020-07-27,93.66545160135352,89.57730289127112,111.93655608213606,93.01681019847598,93.51693297874421,122.81931273995484,103.76902491497617,106.58315878317555
2020-07-28,95.07925781518695,90.29642444717297,114.71678724455106,91.38699621974627,93.21353126366738,122.02155430997617,101.35973461947118,107.97898397992671
2020-07-29,94.17366959401986,90.4544370509838,117.21897088388435,90.41433061318605,92.13764386884465,122.05391518384774,101.78327920981036,106.52866460356798
2020-07-30,93.56820909468667,91.63345810585142,118.36279983406237,88.65811614341219,90.87720698892966,123.76920293381883,102.50697568721854,105.81644548330588
2020-07-31,93.64766287995558,91.93680582596025,119.82658792132712,87.5149853895709,90.23246778999625,124.20282077202833,102.75058235011278,106.88534417156623
2020-08-03,91.81485835901778,91.72977065917243,121.19527953001096,87.87802804803859,89.89644284155798,123.46047616224696,101.19374082575594,106.34620901690926
2020-08-04,93.69354040009445,92.2299805508898,120.03079702881041,87.45041905905478,90.6169986724386,123.64202119232392,102.31194537820534,107.44990659578275
2020-08-05,95.80183971223187,95.20431856525379,122.16849736992987,86.95589397774445,90.75599692666133,124.72186142733916,103.03543166852658,107.07956299578487
2020-08-06,96.07161131928532,95.59007305556618,121.9291270867657,87.13800741943575,92.8383495420888,125.57661655873507,107.11943332939977,108.14020411394549
2020-08-07,96.77688898647435,96.8318695997701,123.35445611780882,88.31815032868137,96.26710891703628,124.98440219867612,109.57551834214203,109.55758843546077
2020-08-10,95.24327496893042,98.04002298156324,125.6668967874562,87.69676984914967,96.54227948374256,122.46162075756428,108.31489491399194,111.29372699419106
2020-08-11,94.45850840365394,96.39816340257596,125.93852217003077,87.09745555115434,95.71983859752955,123.1925270830267,106.52363858045939,109.85625972394398
2020-08-12,94.57243760590765,97.37540533778832,128.15400203728336,86.61686399343303,96.71964952082666,121.596525270109,108.87957023446468,108.40875920507716
2020-08-13,96.39806869144323,96.95693712463714,131.72725754860835,87.51416634770888,95.86250567733737,120.92650101181587,110.32541596515011,110.15604026289812
2020-08-14,97.24533523212855,98.14858693275755,133.8112864977623,88.21263620143388,95.34857199088174,120.46372388489584,111.83367167834916,112.79031437050587
2020-08-17,100.40443389712819,100.58127125637775,135.536615674258,89.81593659136452,95.85078371332555,121.08058231624031,112.32437629734416,112.46333602767751
2020-08-18,100.06674439295668,99.94094000155854,135.75998884392325,89.83469407964695,95.39192111355817,121.55957808923776,111.29961482414589,112.18424698903553
2020-08-19,98.44045404820335,99.45907784117516,136.0841634930143,88.63328778210052,94.68168405169756,120.14742290885438,109.63876853171956,109.86926855128489
2020-08-20,101.01809672722972,102.04037444292328,138.04723035580957,91.44747807886003,95.5342281461273,125.34455071680821,110.66793599338918,111.3381180194265
2020-08-21,99.75185514540075,101.4973679608102,138.8226868984233,90.93250048521728,96.78146085109785,124.98312312550144,110.07722277567429,109.35178153570118
2020-08-24,99.71799590021668,100.62147524197458,137.59145068861116,89.94685988522261,99.35752172825913,123.90951087256228,107.570055884377,107.9626799537618
2020-08-25,99.53068332877083,101.15728036987774,138.22208262523336,90.50000863267546,98.46669280446409,124.49627274035917,106.26232914189835,106.9940084476469
2020-08-26,99.3139735295168,100.796862875733,140.8819181792867,91.8063877965741,100.5607073527464,125.20607026189874,108.32976995850841,105.63931693248918
2020-08-27,99.45159045576021,99.98412259128528,140.6623525712536,91.42567280002291,98.45432924818088,122.70579346714231,106.25740661419903,105.36455397721313
2020-08-28,100.55514045482406,98.70009433618276,139.19564304559512,90.74981372924725,98.3220016564682,121.00778524309665,104.76632186820649,104.58158235598279
2020-08-31,100.46022047876919,96.95197892865446,139.53166656795756,92.24063873229736,96.56670208613116,119.89202256424556,105.95218053615953,104.03251306140959
2020-09-01,99.81833971084995,98.40944886757461,138.84316260208823,93.35933743211714,97.12224589643623,119.65230150969157,106.57887236519903,104.4270147450755
2020-09-02,101.05749803871092,97.87281969981095,138.34882870055932,92.93188667057855,97.9781334925199,118.73909048188929,107.79259869741824,104.88496941981063
2020-09-03,100.09789130887484,100.08622087872135,142.57691860642018,94.35708020654819,100.33789835441465,119.4558166101401,106.38309426788175,103.16370096706156
2020-09-04,100.5709143608598,99.62475557381535,140.9062648077512,94.21542882522627,101.26962084736499,117.76935826591632,105.95811123030204,105.14882430929316
2020-09-07,99.93830253311104,101.46144050535328,140.8314330329311,95.31860410932107,103.32497249531778,119.2100443906629,107.93309225924412,104.37683758639463
2020-09-08,101.5693672756031,100.7780876271107,141.5183250393719,95.77676741649444,104.23987303986995,119.9330133660127,107.17826214268482,102.96703754107901
2020-09-09,102.18689636592985,100.47721281892777,142.95618061584335,95.38713965185426,102.02385431137402,121.10203640813393,106.15815863738145,102.94012270347808
2020-09-10,101.55252593641377,102.69077565834333,141.498776661864,95.02811316912974,102.32642497855811,119.74966828366549,106.74307725690473,105.07686338051336
2020-09-11,100.95532093906445,103.10346503079543,137.293857215021,95.23926559285606,101.92445915968212,118.2194218284421,108.20500799440613,104.75811472548374
2020-09-14,101.44951579036321,103.5833441444155,134.47145382742326,94.16076078426867,103.88918980462111,116.09454244996564,107.99480574820701,104.86249399679824
2020-09-15,102.8594765063251,103.62344202528647,133.00255233299495,95.2501569093845,102.19378350747672,116.93244891847402,105.4146381133611,105.53033964519652
2020-09-16,102.92031409896832,103.06470466219024,132.99839043858148,95.80745066132084,102.18410140075562,118.26645492297605,105.29294142694181,106.82793121028537
2020-09-17,104.18615335342758,103.91579045184707,132.63533534420782,96.22306611066193,103.62879118485202,122.04245366332766,107.26004574113894,108.71821736532294
2020-09-18,109.04861149931257,105.6674021020631,134.13035558074228,97.54670600630921,103.31418210177176,122.10192890037843,107.62479559943252,110.43617334790964
2020-09-21,110.3932271783363,107.79465383961066,136.7888578376742,99.1950583534939,104.70913878551819,122.636263531708,110.78550323294105,112.86723510597194
2020-09-22,107.17444235246185,105.9655126964272,136.5198655889964,99.74083386821606,104.6913199933827,121.8736589556803,110.35996808577708,111.97085758297816
2020-09-23,106.9267547914736,106.31264894510193,137.43310843553934,100.31721200936994,102.96072972844826,121.40071633559634,111.21414595406361,112.28940431135564
2020-09-24,107.3894733836882,107.94300716868325,136.06550055423563,98.65992429459284,103.33552597659138,123.35013547151281,114.36363596665512,114.05459030698366
2020-09-25,104.12233915922009,105.90347780509846,135.30014412945133,98.04191069631884,102.55378044887547,120.97282597805608,112.76797050182137,113.21923805508033
2020-09-28,104.00384840356192,103.4902422875839,133.67401407701632,94.18770008033972,100.61140378965796,119.46328531497639,110.01242261600194,112.25588484746176
2020-09-29,104.45833405462324,101.35004128934438,134.4310904731505,93.42073138990726,101.7412824749865,118.06078892604785,110.66309123084591,112.3926149580563
2020-09-30,104.29913416122902,100.79770229595626,133.90108588185996,91.63234361336536,99.39399583551508,116.53695291133947,110.07857281047453,111.12606936819125
